,source_text,polyphone,location,narrow_context,context,index,reading,gloss
38160,儀禮,冠,19,弟兄弟再拜冠者荅拜見賛,醴賔賔禮辭許賔就次冠者見於兄弟兄弟再拜冠者荅拜見賛者西面賛者皆與賛冠者爲介賔出主人送于外門,-1,,
45991,儀禮,無,30,裳齊牡麻絰無受者寄公爲,妾爲其父母傳曰何以期也妾不得體君得爲其父母遂也䟽衰裳齊牡麻絰無受者寄公爲,-1,,
41457,儀禮,反,16,酌膳執幂者反幂主人筵前,升坐取􁈉執幂者舉幂主人酌膳執幂者反幂主人筵前獻賔賔西階上拜筵前受爵反位主人賔右拜送爵,-1,,
46656,儀禮,鬲,21,槃瓶廢敦重鬲皆濯造于西,坎于階間少西爲垼于西牆下東郷新盆槃瓶廢敦重鬲皆濯造于西階下陳襲事于房中西領南上不綪明衣裳用布鬠笄用桑長四寸纋中,-1,,
46457,儀禮,中,25,不在五服之中也君之所不,其妻縓冠葛絰帶麻衣縓緣皆旣葬除之傳曰何以不在五服之中也君之所不服子亦不敢服也君之所爲服子亦不敢不服也大,-1,,
50014,儀禮,右,16,祭興左執爵右取肺坐祭之,人坐左執爵祭豆籩如侑之祭興左執爵右取肺坐祭之祭酒興次賔羞匕湆如尸禮席末坐啐,-1,,
40878,儀禮,正,32,扑東靣命樂正曰請以樂樂,位司射與司馬交于階前去扑襲升請以樂樂于賔賔許諾司射降搢扑東靣命樂正曰,-1,,
47266,儀禮,獻,19,如哭椁獻素獻成亦如之卜,于殯門外西面北上綪主人徧視之如哭椁獻素獻成亦如之卜日旣朝哭皆復外位卜人先奠龜于西塾上南首有席楚,-1,,
48832,儀禮,卒,20,弟之儀以辯卒受者實觶于,如長兄弟之儀長兄弟酬賔如賔酬兄弟之儀以辯卒受者實觶于篚賔弟子及兄弟弟子洗各酌于其尊中庭北面西上舉觶於其長奠觶拜長皆荅拜舉觶者祭卒,-1,,
40607,儀禮,右,19,中西坐先數右獲二筭爲純,立于中南北靣視筭釋獲者東面于中西坐先數右獲二筭爲純一純以取實于左手,-1,,
44148,儀禮,服,28,再拜宰夫朝服設飱飪一牢,帥至于館卿致館賔迎再拜卿致命賔再拜稽首卿退賔送再拜宰夫朝服設飱飪一牢在西鼎,-1,,
45926,儀禮,服,23,父母長子君服斬妻則小君,之父母妻長子祖父母傳曰何以期也從服也父母長子君服斬妻則小君也父卒然後爲祖後者服斬妾爲女君傳曰何以期也妾之事女,-1,,
39406,儀禮,所,25,坐奠觶于其所退立于觶南,觶不祭遂飲卒觶興坐奠觶遂拜執觶興盥洗北靣坐奠觶于其所退立于觶南賔北面坐取俎西之觶阼階上北,0,s-qʰraʔ,place (n.); that which
50571,儀禮,獻,18,降拜衆賔洗獻衆賔其薦脀,人主婦内羞在右庶羞在左主人降拜衆賔洗獻衆賔其薦脀其位其酬醋皆如儐禮主人洗獻兄弟與内賔與私人皆如儐禮,-1,,
42275,儀禮,揖,16,對卒洗及階揖升主人升拜,主人辭洗賔坐奠觚于篚興對卒洗及階揖升主人升拜洗如賔禮賔降盥主人降賔辭降,-1,,
39839,儀禮,祭,30,主人拜送坐祭立飮不拜旣,爵于序端降洗升實爵西階上獻衆賔衆賔之長升拜受者三人主人拜送坐祭立飮不拜旣爵授主人爵降復位衆賔皆不拜受爵坐祭立飮毎一人,-1,,
44795,儀禮,復,16,受之歸執圭復命于殯升自,饗食赴者至則衰而出唯稍受之歸執圭復命于殯升自西階不升堂子即位不哭辯復命如聘子臣皆哭與介入北郷哭出袒括髪入門右即,-1,,
38911,儀禮,見,31,雉上大夫相見以羔飾之以,不得命敢不從再拜受下大夫相見以鴈飾之以布維之以索如執雉上大夫相見以羔飾之以布四維之結于面左頭如麛執之如士相見之禮始,-1,,
42873,儀禮,射,19,挾之出與司射交于階前相,反搢扑反位司馬正袒決遂執弓右挾之出與司射交于階前相左升自西階自右物之後立于物間西南面揖弓命取矢負,-1,,
40954,儀禮,左,27,弟子說侯之左下綱而釋之,升就席司射乃適堂西釋弓去扑說決拾襲反位司馬命弟子說侯之左下綱而釋之命獲者以旌退命弟子退楅司射命釋獲者退中與筭而俟司馬反,-1,,
48290,儀禮,卒,22,三月而葬遂卒哭將旦而祔,如初拾踊三哭止吿事畢賔出死三日而殯三月而葬遂卒哭將旦而祔則薦卒辭曰哀子某來日某隮,-1,,
43313,儀禮,左,23,者亦曰竒若左右鈞則左右,於左若左勝則曰左賢於右以純數告若有竒者亦曰竒若左右鈞則左右各執一筭以告曰左右鈞還復位坐兼斂筭實八筭于中委其餘,-1,,
45388,儀禮,使,28,氏乃止使者使者乃入侯氏,左還而立侯氏還璧使者受侯氏降再拜稽首使者乃出侯氏乃止使者使者乃入侯氏與之讓升侯氏先升授几侯氏拜送几使者設几荅拜侯氏用束帛乗馬儐使,-1,,
45711,儀禮,養,20,母若是則生養之終其身如,者父命妾曰女以爲子命子曰女以爲母若是則生養之終其身如母死則䘮之三年如母貴父之命也母爲長子傳曰何以三年也,-1,,
49533,儀禮,奠,18,引之主人坐奠爵興再拜稽,祿于天冝稼于田眉壽萬年勿替引之主人坐奠爵興再拜稽首興受黍坐振祭嚌之詩懷之實于左𬒮挂于季指執爵以興坐卒爵,-1,,
38249,儀禮,令,17,之正以月之令咸加爾服兄,壽萬年永受胡福三加曰以歲之正以月之令咸加爾服兄弟具在以成厥德黃耇無疆受天之慶醴辭曰甘醴惟厚嘉薦令芳拜受祭之以定爾祥承天之,-1,,
50031,儀禮,卒,30,俎西乃載之卒載縮執虚俎,爵于左興受肺坐絶祭嚌之興反加于湆俎司馬縮奠湆俎于羊俎西乃載之卒載縮執虚俎以降主人坐取爵以興次賔羞燔主人受如尸禮主人降筵自,-1,,
46682,儀禮,質,21,纊極二冒緇質長與手齊䞓,中旁寸著組繫決用正王棘若檡棘組繫纊極二冒緇質長與手齊䞓殺掩足爵弁服純衣,-1,,
44893,儀禮,復,29,賔旣將公事復見之以其摯,大夫訝大夫士訝士皆有訝賔即館訝將公命又見之以其摯賔旣將公事復見之以其摯凡四器者唯其所寳以,-1,,
41285,儀禮,取,21,與射者不降取誘射之矢者,奠之南北當洗射者有過則撻之衆賔不與射者不降取誘射之矢者旣拾取矢而,-1,,
40708,儀禮,揖,22,奠于豐下興揖不勝者先降,進北面坐取豐上之觶興少退立卒觶進坐奠于豐下興揖不勝者先降與升飮者相左交于階前相揖出于司馬之,-1,,
48346,儀禮,祝,19,占曰吉敢宿祝許諾致命尸,拜宗人擯辭如初卒曰筮子爲某尸占曰吉敢宿祝許諾致命尸許諾主人再拜稽首尸入主人退宿賔賔如主人服出,-1,,
50166,儀禮,降,24,荅拜降洗尸降辭主人奠爵,奠爵拜尸西楹西北面荅拜坐祭遂飮卒爵拜尸荅拜降洗尸降辭主人奠爵于篚對卒洗主人升尸升主人實觶尸拜受爵主,-1,,
43968,儀禮,取,30,于牖西又入取幣降卷幣實,拜祝告又再拜釋幣制玄纁束奠于几下出主人立于戶東祝立于牖西又入取幣降卷幣實于笲埋于西階東又釋幣于行遂受命上介釋幣亦如,-1,,
46231,儀禮,父,28,同下言爲世父母叔父母姑,者成人而未嫁者也何以大功也妾爲君之黨服得與女君同下言爲世父母叔父母姑姊,-1,,
41170,儀禮,上,28,西序之席北上獻用爵其他,宿戒其牲狗也亨于堂東北尊綌幂賔至徹之蒲筵緇布純西序之席北上獻用爵其他用觶以爵拜者不徒作薦脯用籩五膱,-1,,
38182,儀禮,冠,18,筵拜賔荅拜冠者奠爵于薦,右祭脯醢祭酒興筵末坐啐酒降筵拜賔荅拜冠者奠爵于薦東立于筵西徹薦爵筵尊不徹加皮弁如初儀再醮攝酒其他皆如初加爵弁如初,-1,,
39380,儀禮,正,21,賔禮辭許司正告于主人主,命于主人主人曰請安于賔司正告于賔賔禮辭許司正告于主人主人阼階上再拜賔西階上荅,-1,,
38657,儀禮,祭,18,賔受命乃降祭醴始扱壹祭,于宗室問名主人受鴈還西靣對賔受命乃降祭醴始扱壹祭又扱再祭賔右取脯左奉之乃歸,-1,,
43643,儀禮,樂,17,物稍屬不以樂志其他如初,賔待于物如初公樂作而后就物稍屬不以樂志其他如初儀卒射如初賔就席諸公卿大夫衆射者皆繼,-1,,
39774,儀禮,上,27,席前適阼階上北面坐卒爵,薦脯醢主人升席自北方乃設折俎祭如賔禮不告旨自席前適阼階上北面坐卒爵興,-1,,
40686,儀禮,與,22,及衆射者皆與其耦進立于,加弛弓于其上遂以執弣司射先反位三耦及衆射者皆與其耦進立于射位北上司射作升飮者如作射,-1,,
47312,儀禮,卒,32,東面乃旅占卒不釋龜告于,人龜負東扉卜人坐作龜興宗人受龜示涖卜涖卜受視反之宗人退東面乃旅占卒不釋龜告于涖卜與主人占曰某日從授卜人龜吿,-1,,
48553,儀禮,右,20,從尸左執角右取肝㨎于鹽,拜受主人拜送尸祭酒啐酒賔長以肝從尸左執角右取肝㨎于鹽振祭嚌之加于菹豆卒角祝受尸角曰送爵皇尸卒爵主人拜尸荅拜祝酌授尸尸以,-1,,
41553,儀禮,盥,17,爵于篚主人盥洗升媵觚于,爵再拜稽首公荅再拜主人奠爵于篚主人盥洗升媵觚于賔酌散西階上坐奠爵拜賔賔降筵北面荅拜主人坐祭遂飮賔辭卒爵拜賔荅拜主,-1,,
47060,儀禮,後,26,執戈先二人後君釋采入門,右北面及衆主人袒巫止于廟門外祝代之小臣二人執戈先二人後君釋采入門主人辟君升,-1,,
49369,儀禮,肺,32,食取牢一切肺于俎以授上,反南面尸取韭菹辯㨎于三豆祭于豆間上佐食取黍稷于四敦下佐食取牢一切肺于俎以授上佐食上佐食兼與黍以授尸尸受,-1,,
42280,儀禮,降,29,主人降賔辭降卒盥揖升酌,坐奠觚于篚興對卒洗及階揖升主人升拜洗如賔禮賔降盥主人降賔辭降卒盥揖升,-1,,
47384,儀禮,載,26,主人入袒乃載踊無筭卒束,成踊右還出賔岀主人送于門外有司請祖期曰日側主人入袒乃載踊無筭卒束襲,-1,,
40051,儀禮,於,32,遂以比三耦於堂西三耦之,北括衆弓倚于堂西矢在其上主人之弓矢在東序東司射不釋弓矢遂以比三耦於堂西三耦之,-1,,
40506,儀禮,下,22,筭上射於右下射於左若有,乃射若中則釋獲者坐而釋獲毎一个釋一筭上射於右下射於左若有餘筭則反委之又取中之八筭改實八筭于中興執而俟三耦卒射賔主人大夫揖皆由,-1,,
43172,儀禮,奠,20,設拾以笥退奠于坫上復位,正退俟于東堂小射正又坐取拾興賛設拾以笥退奠于坫上復位大射正執弓以袂順左右隈上再下壹左執弣右執簫以授公公親揉之小臣師以巾内拂矢,-1,,
39094,儀禮,右,30,爵于薦西興右手取肺卻左,升席自西方乃設折俎主人阼階東疑立賔坐左執爵祭脯醢奠爵于薦西興右手取肺卻左手執,-1,,
43400,儀禮,夫,22,賔諸公卿大夫不勝則不降,豐上退俟于序端升飮者如初三耦卒飮若賔諸公卿大夫不勝則不降不執弓耦不升僕人師洗升實觶以授賔諸公卿大夫受觶于席,-1,,
50288,儀禮,夫,27,若是以辯宰夫賛主人酌主,上拜于下升受主人荅其長拜乃降坐祭立飲不拜旣爵若是以辯宰夫賛主人酌主人,-1,,
44541,儀禮,先,24,荅拜揖大夫先入毎門毎曲,擯擯者出請事大夫朝服迎于外門外再拜賔不荅拜揖大夫先入毎門毎曲揖及廟門大夫揖入擯者請命庭實設四皮賔奉束帛入三揖皆行,-1,,
41683,儀禮,散,32,主人洗升實散獻卿于西階,受賔拜送大夫辯受酬如受賔酬之禮不祭卒受者以虚觶降奠于篚主人洗升實散獻卿于西階上司宫兼卷重席設于賔左東上卿升拜受觚主人拜送觚卿辭,-1,,
40224,儀禮,無,16,命曰無射獲無獵獲上射揖,堂下西階之東北靣視上射命曰無射獲無獵獲上射揖司射退反位乃射上射旣發挾,-1,,
40606,儀禮,數,22,于中西坐先數右獲二筭爲,進由中東立于中南北靣視筭釋獲者東面于中西坐先數右獲二筭爲純一純以取實于左手十純則縮而委之毎委異之有餘純則橫於下一筭爲竒竒,-1,,
45567,儀禮,於,26,禮山川丘陵於西門外祭天,之外反祀方明禮日於南門外禮月與四瀆於北門外禮山川丘陵於西門外祭天燔柴,-1,,
44107,儀禮,出,32,者岀授老幣出迎勞者勞者,舎門内勞者奉幣入東面致命賔北面聽命還少退再拜稽首受幣勞者岀授老幣出迎勞者勞者,-1,,
48798,儀禮,祭,21,舉奠荅拜尸祭酒啐酒奠之,卒觶拜尸備荅拜焉舉奠洗酌入尸拜受舉奠荅拜尸祭酒啐酒奠之舉奠出復位兄弟弟子洗酌于東方之尊阼階前北面舉觶,-1,,
47032,儀禮,豚,22,南栗栗東脯豚當豆魚次腊,鼎奠由楹内入于室醴酒北面設豆右菹菹南栗栗東脯豚當豆魚次腊特于俎北醴酒在籩南巾如初旣錯者出,-1,,
49081,儀禮,丁,22,孝孫某來日丁亥用薦歲事,右兼執韇以擊筮遂述命曰假爾大筮有常孝孫某來日丁亥用薦歲事于皇祖伯某以某妃配某氏尚饗乃釋韇立筮卦,-1,,
49063,儀禮,牢,1,少牢饋食之禮日,少牢饋食之禮日用丁巳筮旬有一日筮於庿門之,-1,,
40110,儀禮,當,20,挾一个揖進當階北靣揖及,而俟司射東面立于三耦之北搢三而挾一个揖進當階北靣揖及階揖升堂揖豫則鉤楹内堂則由楹外,-1,,
38003,儀禮,乃,24,人東面荅拜乃宿賔賔許主,日之儀乃宿賔賔如主人服出門左西面再拜主人東面荅拜乃宿賔賔許主人再拜賔荅拜主人退賔拜送,-1,,
50204,儀禮,卒,31,之祭酒遂飮卒爵執以興坐,一切肺一膚一賔坐左執爵右取肺㨎于醢祭之執爵興取肺坐祭之祭酒遂飮卒爵執以興坐奠爵拜執爵以興主人荅拜受爵賔坐取祭以降,-1,,
47471,儀禮,奠,28,納賔如初賔奠幣如初若就,無器則捂受之又請賔告事畢拜送入贈者將命擯者出請納賔如初賔奠幣如初若就器則坐奠于陳凡將禮必請而後拜送兄弟賵奠可也所,-1,,
49132,儀禮,豆,23,之北司宫摡豆籩勺爵􁈉觶,北上廩人摡甑甗匕與敦于廩爨廩爨在雍爨之北司宫摡豆籩勺爵􁈉觶凡洗篚于東堂下勺爵觚觶實于篚卒摡饌豆籩與,-1,,
49454,儀禮,祭,21,牢肩尸受振祭嚌之佐食受,拜侑曰皇尸未實侑尸又食上佐食舉尸牢肩尸受振祭嚌之佐食受加于肵尸不飯告飽祝西面于主人之南主人不言拜侑尸又三飯上佐,-1,,
50524,儀禮,卒,26,作止爵祭酒卒爵賔拜祝受,面拜主人荅拜卒爵拜主人荅拜主婦以爵入于房尸作止爵祭酒卒爵賔拜祝受爵尸荅拜祝酌授尸賔拜受爵尸拜送坐祭遂飮卒爵,-1,,
49699,儀禮,舉,20,𧃊者𧃊者奠舉于俎皆荅拜,辯舉𧃊者皆祭黍祭舉主人西面三拜𧃊者𧃊者奠舉于俎皆荅拜皆反取舉司士進一鉶于上𧃊又進一鉶于次𧃊又進二豆湆于兩下乃皆食食舉卒食主人洗一,-1,,
39372,儀禮,復,21,荅拜主人升復席司正洗觶,作相爲司正司正禮辭許諾主人拜司正荅拜主人升復席司正洗觶升自西階阼階上北靣受命于主人主人曰請安于賔司正告于賔賔禮辭許司正告于主,-1,,
39949,儀禮,洗,24,大師則爲之洗賔降主人辭,正歌備樂正吿于賔乃降主人取爵于上篚獻工大師則爲之洗賔降主人辭降工不辭洗卒洗升實爵工不興左瑟一人拜受,-1,,
38756,儀禮,許,25,受命吾子不許某敢不告期,某聽命于吾子對曰某固唯命是聽使者曰某使某受命吾子不許某敢不告期曰某日對曰某敢不,-1,,
49915,儀禮,覆,22,以授賔賔亦覆手以受縮匕,是以授尸尸卻手授匕枋坐祭嚌之興覆手以授賔賔亦覆手以受縮匕于俎上以降尸席末坐啐酒興坐奠爵拜,-1,,
44713,儀禮,反,21,者歸及郊請反命朝服載旜,之使人贈衆介如其面幣士送至于竟使者歸及郊請反命朝服載旜禳乃入乃入陳幣于朝西上上賔之公幣私,-1,,
